79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	00	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17	18
0	1	1	1	1	0.962493801909012	1.45385521259452	0.992639766951779	0.797461881740424	0.73986612123466	0.79853105243585	0.477283996529069	0.844497644725425	0.465236457171191	1.15925994793604	0.194666542704847	0.200639952894509	0.375991694558076	0	0.237774265526218	0	0.0364292797818272	0.279936779471923	0.217041651171439	0.263054729143424	0.307619003346969	0.380973410189662	0.555426428659973	0.406013697781083	0.307061175158051	0.383646336928226	0.120335936531548	0.161468017850502	0.146894756415024	0.172647824470063	0.142633568860791	0.249728833519276	0.0640572703607289	0.152139890913599	0.152139890913599	0.152139890913599
	1	1	1	1	0.962493801909012	1.45385521259452	0.992639766951779	0.797461881740424	0.73986612123466	0.79853105243585	0.477283996529069	0.844497644725425	0.465236457171191	1.15925994793604	0.194666542704847	0.200639952894509	0.375991694558076	0	0.237774265526218	0	0.0364292797818272	0.279936779471923	0.217041651171439	0.263054729143424	0.307619003346969	0.380973410189662	0.555426428659973	0.406013697781083	0.307061175158051	0.383646336928226	0.120335936531548	0.161468017850502	0.146894756415024	0.172647824470063	0.142633568860791	0.249728833519276	0.0640572703607289	0.152139890913599	0.152139890913599	0.152139890913599
	1	1	1	1	0.962493801909012	1.45385521259452	0.992639766951779	0.797461881740424	0.73986612123466	0.79853105243585	0.477283996529069	0.844497644725425	0.465236457171191	1.15925994793604	0.194666542704847	0.200639952894509	0.375991694558076	0	0.237774265526218	0	0.0364292797818272	0.279936779471923	0.217041651171439	0.263054729143424	0.307619003346969	0.380973410189662	0.555426428659973	0.406013697781083	0.307061175158051	0.383646336928226	0.120335936531548	0.161468017850502	0.146894756415024	0.172647824470063	0.142633568860791	0.249728833519276	0.0640572703607289	0.152139890913599	0.152139890913599	0.152139890913599
	1	1	1	1	0.962493801909012	1.45385521259452	0.992639766951779	0.797461881740424	0.73986612123466	0.79853105243585	0.477283996529069	0.844497644725425	0.465236457171191	1.15925994793604	0.194666542704847	0.200639952894509	0.375991694558076	0	0.237774265526218	0	0.0364292797818272	0.279936779471923	0.217041651171439	0.263054729143424	0.307619003346969	0.380973410189662	0.555426428659973	0.406013697781083	0.307061175158051	0.383646336928226	0.120335936531548	0.161468017850502	0.146894756415024	0.172647824470063	0.142633568860791	0.249728833519276	0.0640572703607289	0.152139890913599	0.152139890913599	0.152139890913599
2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	1	1.14823740972039	1.79045161794744	1.53530946726478	1.37425552916801	1.44953235406222	1.56258832497728	0.929709443809189	1.72657421252724	1.25493691422093	1.78358694696103	1.95379638588364	1.17846385394982	0.732424429002844	0	0.457016643699729	0	0.00353397640758007	0.00863165919019556	0.0781618631561459	0.0294915022331682	0	0.13463511889055	0.128990138876672	0.191092737561204	0.0318761544550972	0.454092512778413	0.0319777953694745	0.0455664037685324	0.0668719031283901	0.20590103693279	0.020171812237957	0.221506826555644	0.0353163084801751	0.0923316490912586	0.0923316490912586	0.0923316490912586
6	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	1	1.14823740972039	1.79045161794744	1.53530946726478	1.37425552916801	1.44953235406222	1.56258832497728	0.929709443809189	1.72657421252724	1.25493691422093	1.78358694696103	1.95379638588364	1.17846385394982	0.732424429002844	0	0.457016643699729	0	0.00353397640758007	0.00863165919019556	0.0781618631561459	0.0294915022331682	0	0.13463511889055	0.128990138876672	0.191092737561204	0.0318761544550972	0.454092512778413	0.0319777953694745	0.0455664037685324	0.0668719031283901	0.20590103693279	0.020171812237957	0.221506826555644	0.0353163084801751	0.0923316490912586	0.0923316490912586	0.0923316490912586
