79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	00	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17	18
0	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
	1	1	1	0.999097	0.789833	0.995426	1.172571	0.735574	0.645682	0.448013	0.522063	0.519763	0.635469	0.437112	0.527906	0.632593	0.243999	0	0.191183	0.358975	0.249831	0.140372	0.130984	0.646103	0.437096	0.337307	0.448147	0.45207	0.321706	0.382383	0.463307	0.365049	0.315423	0.527295	0.466328	0.380112	0.245786	0.364075333333333	0.364075333333333	0.364075333333333
2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
